"","club","sofifa_id","player_url","short_name","long_name","age","dob","height_cm","weight_kg","nationality","overall","potential","value_eur","wage_eur","player_positions","preferred_foot","international_reputation","weak_foot","skill_moves","work_rate","body_type","real_face","release_clause_eur","player_tags","team_position","team_jersey_number","loaned_from","joined","contract_valid_until","nation_position","nation_jersey_number","pace","shooting","passing","dribbling","defending","physic","gk_diving","gk_handling","gk_kicking","gk_reflexes","gk_speed","gk_positioning","player_traits","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","league","country","player_positions.first","player_positions.class"
"37","1. FSV Mainz 05",198352,"https://sofifa.com/player/198352/stefan-bell/20/159586","S. Bell","Stefan Bell",27,"1991-08-24",192,88,"Germany",74,75,5500000,21000,"CB","Right",1,2,2,"Medium/Medium","Normal","Yes",9800000,"","RES",16,"","2010-07-01",2020,"",NA,48,38,53,49,76,75,NA,NA,NA,NA,NA,NA,"Leadership",43,31,79,62,32,47,33,40,62,50,44,52,45,73,40,65,62,62,85,30,70,80,33,47,43,73,75,75,68,7,16,8,13,14,51,51,51,46,48,48,48,46,49,49,49,49,56,56,56,49,62,67,67,67,62,64,73,73,73,64,"Bundesliga","Germany","CB","Defender"
"38","1. FSV Mainz 05",236461,"https://sofifa.com/player/236461/jean-philippe-mateta/20/159586","J. Mateta","Jean-Philippe Mateta",22,"1997-06-28",192,88,"France",78,85,15000000,29000,"ST","Right",1,4,3,"High/Low","Normal","No",28500000,"","RES",9,"","2018-07-01",2023,"",NA,82,75,53,73,34,77,NA,NA,NA,NA,NA,NA,"",39,81,81,65,73,76,53,32,41,72,74,88,70,76,53,73,77,65,85,63,71,26,81,59,74,66,29,31,22,8,8,7,13,11,77,77,77,70,74,74,74,70,70,70,70,68,61,61,61,68,50,50,50,50,50,49,50,50,50,49,"Bundesliga","Germany","ST","Forward"
"39","1. FSV Mainz 05",236295,"https://sofifa.com/player/236295/aaron-martin-caricol/20/159586","Aarón Martín","Aarón Martín Caricol",22,"1997-04-22",178,68,"Spain",78,84,12500000,24000,"LB","Left",1,3,3,"High/Medium","Lean","Yes",23800000,"","LB",3,"","2018-11-05",2023,"",NA,72,47,73,76,77,65,NA,NA,NA,NA,NA,NA,"Injury Prone, Dives Into Tackles (CPU AI Only)",85,36,71,77,40,75,75,54,67,77,76,69,76,77,72,64,61,81,60,55,60,78,63,64,43,74,77,78,77,11,14,10,12,12,63,63,63,69,67,67,67,69,68,68,68,72,71,71,71,72,77,74,74,74,77,77,73,73,73,77,"Bundesliga","Germany","LB","Defender"
"40","1. FSV Mainz 05",211061,"https://sofifa.com/player/211061/alexandru-maxim/20/159586","A. Maxim","Alexandru Iulian Maxim",28,"1990-07-08",177,73,"Romania",73,73,4000000,22000,"CAM, CM, LM","Right",2,4,5,"Medium/Medium","Normal","No",6900000,"","SUB",10,"","2017-07-01",2021,"SUB",20,69,67,71,78,32,53,NA,NA,NA,NA,NA,NA,"Beat Offside Trap, Selfish, Crowd Favourite",70,63,40,70,72,80,81,72,70,74,75,64,87,70,78,68,52,64,49,70,48,43,67,74,72,68,27,30,23,14,8,9,9,10,65,65,65,71,70,70,70,71,72,72,72,71,67,67,67,71,55,53,53,53,55,50,41,41,41,50,"Bundesliga","Germany","CAM","Midfielder"
"41","1. FSV Mainz 05",236831,"https://sofifa.com/player/236831/aaron-seydel/20/159586","A. Seydel","Aaron Seydel",23,"1996-02-07",199,90,"Germany",67,73,1100000,9000,"ST, LM","Left",1,4,3,"Medium/Low","Normal","No",2000000,"","SUB",36,"","2016-11-27",2021,"",NA,68,64,53,66,29,66,NA,NA,NA,NA,NA,NA,"Power Free-Kick, Crowd Favourite",59,68,69,58,59,69,43,31,35,72,67,69,53,58,34,66,63,51,78,56,55,19,63,59,55,68,25,28,22,12,9,14,11,9,66,66,66,64,65,65,65,64,62,62,62,62,54,54,54,62,46,43,43,43,46,44,43,43,43,44,"Bundesliga","Germany","ST","Forward"
"42","1. FSV Mainz 05",224251,"https://sofifa.com/player/224251/robin-zentner/20/159586","R. Zentner","Robin Zentner",24,"1994-10-28",194,96,"Germany",73,79,4100000,13000,"GK","Right",1,3,1,"Medium/Medium","Stocky","No",7800000,"","SUB",27,"","2017-05-17",2021,"",NA,NA,NA,NA,NA,NA,NA,73,71,64,77,65,71,"Acrobatic Clearance",17,14,18,30,15,13,14,16,26,19,65,65,30,72,45,48,60,28,81,13,38,18,10,22,25,32,21,17,13,73,71,64,71,77,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"Bundesliga","Germany","GK","Goal Keeper"
"43","1. FSV Mainz 05",199266,"https://sofifa.com/player/199266/dong-won-ji/20/159586","Ji Dong Won","<U+C9C0><U+B3D9><U+C6D0> <U+6C60><U+4E1C><U+6C85>",28,"1991-05-28",188,82,"Korea Republic",72,72,3200000,22000,"CF, CAM, LM","Right",2,4,3,"Medium/Medium","Normal","Yes",5500000,"","SUB",11,"","2019-07-01",2022,"",NA,67,70,63,73,43,71,NA,NA,NA,NA,NA,NA,"Argues with Officials",54,69,78,65,64,75,67,62,54,73,66,68,69,74,66,76,78,68,73,68,69,49,73,72,66,72,39,40,20,10,11,14,13,16,72,72,72,69,71,71,71,69,70,70,70,68,65,65,65,68,55,56,56,56,55,53,54,54,54,53,"Bundesliga","Germany","CF","Forward"
"44","1. FSV Mainz 05",234833,"https://sofifa.com/player/234833/florian-muller/20/159586","F. Müller","Florian Müller",21,"1997-11-13",190,85,"Germany",75,84,8000000,12000,"GK","Left",1,3,1,"Medium/Medium","Normal","Yes",15200000,"","GK",1,"","2016-07-01",2022,"",NA,NA,NA,NA,NA,NA,NA,75,72,71,79,43,73,"",12,11,11,32,10,18,13,12,28,24,43,43,42,74,41,53,58,34,67,12,25,19,11,42,19,38,20,11,12,75,72,71,73,79,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"Bundesliga","Germany","GK","Goal Keeper"
"45","1. FSV Mainz 05",240709,"https://sofifa.com/player/240709/ridle-baku/20/159586","R. Baku","Ridle Bote Baku",21,"1998-04-08",176,72,"Germany",69,82,2000000,9000,"CM, CDM","Right",1,4,3,"High/High","Normal","No",4700000,"","SUB",34,"","2017-08-16",2022,"",NA,76,59,66,74,62,64,NA,NA,NA,NA,NA,NA,"",58,61,51,76,51,73,52,45,67,71,77,76,80,69,87,61,76,68,57,54,72,69,64,65,51,61,66,58,57,12,8,7,10,9,64,64,64,68,68,68,68,68,69,69,69,69,68,68,68,69,66,67,67,67,66,65,63,63,63,65,"Bundesliga","Germany","CM","Midfielder"
"46","1. FSV Mainz 05",226853,"https://sofifa.com/player/226853/jeremiah-st-juste/20/159586","J. St. Juste","Jeremiah St. Juste",22,"1996-10-19",184,74,"Netherlands",74,79,7000000,18000,"CB, RB","Right",1,3,3,"High/Medium","Lean","No",12400000,"","SUB",4,"","2019-08-07",2023,"",NA,82,58,64,73,73,75,NA,NA,NA,NA,NA,NA,"Power Free-Kick",64,59,68,72,48,74,33,37,71,71,83,82,78,68,64,66,86,76,73,47,75,73,64,60,59,68,71,75,73,12,14,9,13,11,67,67,67,68,68,68,68,68,68,68,68,70,68,68,68,70,72,71,71,71,72,72,72,72,72,72,"Bundesliga","Germany","CB","Defender"
"47","1. FSV Mainz 05",189410,"https://sofifa.com/player/189410/danny-latza/20/159586","D. Latza","Danny Latza",29,"1989-12-07",179,76,"Germany",77,77,8500000,30000,"CM, CDM","Right",1,4,3,"High/High","Normal","Yes",14500000,"#Engine","LCM",6,"","2015-07-01",2021,"",NA,66,57,75,74,72,76,NA,NA,NA,NA,NA,NA,"Injury Prone, Avoids Using Weaker Foot, Argues with Officials, Finesse Shot",71,38,61,80,54,71,54,59,77,80,68,64,73,76,74,75,73,90,68,77,77,74,70,76,73,79,76,71,67,7,16,14,6,16,65,65,65,70,69,69,69,70,72,72,72,72,76,76,76,72,74,76,76,76,74,73,71,71,71,73,"Bundesliga","Germany","CM","Midfielder"
"48","1. FSV Mainz 05",189043,"https://sofifa.com/player/189043/daniel-brosinski/20/159586","D. Brosinski","Daniel Brosinski",30,"1988-07-17",178,70,"Germany",75,75,5500000,23000,"RB","Right",1,3,3,"High/Medium","Lean","Yes",9400000,"","RB",18,"","2014-07-03",2020,"",NA,76,60,72,73,72,69,NA,NA,NA,NA,NA,NA,"Inflexible",78,54,66,74,59,74,80,80,73,71,77,76,75,76,74,65,76,78,62,63,72,71,67,60,85,68,72,75,75,9,11,16,14,6,66,66,66,70,68,68,68,70,69,69,69,71,70,70,70,71,74,72,72,72,74,74,71,71,71,74,"Bundesliga","Germany","RB","Defender"
"49","1. FSV Mainz 05",213134,"https://sofifa.com/player/213134/levin-oztunali/20/159586","L. Öztunali","Levin Öztunali",23,"1996-03-15",184,80,"Germany",73,78,5500000,19000,"RM, RW, CM","Right",1,2,3,"Medium/Low","Normal","Yes",9800000,"","SUB",8,"","2016-08-25",2021,"",NA,82,67,68,77,47,68,NA,NA,NA,NA,NA,NA,"Early Crosser",68,65,54,68,63,80,78,72,67,75,79,85,74,71,68,73,66,68,73,68,57,54,71,64,58,69,38,50,42,10,16,13,15,9,70,70,70,72,72,72,72,72,71,71,71,72,67,67,67,72,62,60,60,60,62,60,55,55,55,60,"Bundesliga","Germany","RM","Midfielder"
"50","1. FSV Mainz 05",208451,"https://sofifa.com/player/208451/robin-quaison/20/159586","R. Quaison","Robin Quaison",25,"1993-10-09",183,77,"Sweden",75,78,8500000,26000,"CF, ST, CAM","Right",1,3,3,"Medium/Medium","Normal","Yes",15100000,"","LS",7,"","2017-01-31",2021,"CAM",11,77,73,69,78,51,70,NA,NA,NA,NA,NA,NA,"Crowd Favourite",67,74,56,73,72,80,64,56,67,78,77,77,74,75,75,73,55,76,74,72,54,55,77,68,59,74,39,57,54,9,8,13,9,13,73,73,73,75,75,75,75,75,74,74,74,74,71,71,71,74,65,63,63,63,65,63,58,58,58,63,"Bundesliga","Germany","CF","Forward"
"51","1. FSV Mainz 05",243514,"https://sofifa.com/player/243514/jonathan-meier/20/159586","J. Meier","Jonathan Meier",19,"1999-11-11",181,75,"Germany",61,75,500000,2000,"LB","Left",1,3,2,"Medium/Medium","Normal","No",1200000,"","RES",17,"","2019-07-01",2022,"",NA,63,43,47,55,61,63,NA,NA,NA,NA,NA,NA,"",55,49,53,48,38,54,43,39,41,50,61,65,68,62,67,38,60,64,63,37,62,58,48,45,33,44,59,65,66,6,10,10,15,14,51,51,51,52,50,50,50,52,50,50,50,53,50,50,50,53,58,55,55,55,58,59,59,59,59,59,"Bundesliga","Germany","LB","Defender"
"52","1. FSV Mainz 05",205402,"https://sofifa.com/player/205402/jean-paul-boetius/20/159586","J. Boëtius","Jean-Paul Boëtius",25,"1994-03-22",178,76,"Netherlands",78,81,13000000,29000,"CAM, LW","Right",1,4,4,"Medium/High","Normal","No",23100000,"","CAM",5,"","2018-08-27",2022,"",NA,85,70,74,81,42,64,NA,NA,NA,NA,NA,NA,"Selfish, Early Crosser, Crowd Favourite",72,69,61,75,72,81,80,60,67,79,85,85,89,75,75,71,68,83,60,73,47,35,77,79,61,72,41,43,36,15,12,9,11,9,73,73,73,77,76,76,76,77,77,77,77,77,72,72,72,77,62,58,58,58,62,59,50,50,50,59,"Bundesliga","Germany","CAM","Midfielder"
"53","1. FSV Mainz 05",245253,"https://sofifa.com/player/245253/leandro-barreiro-martins/20/159586","L. Barreiro Martins","Leandro Barreiro Martins",19,"2000-01-03",174,65,"Luxembourg",62,79,650000,3000,"CM, CDM","Right",1,3,3,"Medium/Medium","Lean","No",1500000,"#Acrobat","SUB",35,"","2018-07-01",2022,"",NA,73,51,58,73,54,48,NA,NA,NA,NA,NA,NA,"",50,52,48,63,47,72,58,46,55,70,76,71,90,60,82,48,78,55,34,53,65,51,55,60,47,52,54,59,54,14,9,6,6,6,56,56,56,63,62,62,62,63,63,63,63,62,60,60,60,62,58,57,57,57,58,58,55,55,55,58,"Bundesliga","Germany","CM","Midfielder"
"54","1. FSV Mainz 05",215556,"https://sofifa.com/player/215556/edimilson-fernandes/20/159586","E. Fernandes","Edimilson Fernandes",23,"1996-04-15",187,77,"Switzerland",72,80,4500000,17000,"CM, CDM","Right",1,4,3,"Medium/Medium","Lean","Yes",8600000,"","RCM",20,"","2019-07-01",2023,"SUB",20,72,67,67,71,60,72,NA,NA,NA,NA,NA,NA,"",57,66,45,74,56,73,57,51,72,74,68,75,66,64,56,73,56,78,72,70,66,60,65,69,55,63,56,70,60,12,7,13,15,13,66,66,66,68,69,69,69,68,70,70,70,69,70,70,70,69,66,67,67,67,66,65,62,62,62,65,"Bundesliga","Germany","CM","Midfielder"
"55","1. FSV Mainz 05",224253,"https://sofifa.com/player/224253/devante-parker/20/159586","D. Parker","Devante Parker",23,"1996-03-16",175,66,"Germany",63,71,550000,5000,"LW, LM","Right",1,3,3,"Medium/Medium","Lean","No",1000000,"","RES",43,"","2014-06-23",2020,"",NA,74,56,57,67,37,53,NA,NA,NA,NA,NA,NA,"",59,50,53,62,53,67,57,43,53,64,72,75,77,60,79,65,69,53,48,61,63,35,58,55,56,45,30,41,36,14,11,11,13,15,59,59,59,62,61,61,61,62,61,61,61,61,56,56,56,61,52,49,49,49,52,50,46,46,46,50,"Bundesliga","Germany","LW","Forward"
"56","1. FSV Mainz 05",231111,"https://sofifa.com/player/231111/alexander-hack/20/159586","A. Hack","Alexander Hack",25,"1993-09-08",193,88,"Germany",74,78,6500000,20000,"CB","Left",1,3,2,"Medium/Medium","Normal","Yes",11500000,"","LCB",42,"","2015-09-13",2022,"",NA,70,32,62,60,73,75,NA,NA,NA,NA,NA,NA,"Leadership",55,27,76,74,26,59,39,31,75,65,66,74,51,72,48,44,67,65,83,29,67,73,32,53,45,69,71,75,73,6,6,5,7,8,52,52,52,55,54,54,54,55,57,57,57,59,63,63,63,59,68,71,71,71,68,70,73,73,73,70,"Bundesliga","Germany","CB","Defender"
"57","1. FSV Mainz 05",242433,"https://sofifa.com/player/242433/cyrill-akono/20/159586","C. Akono","Cyrill Akono",19,"2000-02-29",190,78,"Germany",64,82,975000,4000,"ST, CF","Left",1,2,2,"Medium/Medium","Lean","No",2300000,"","RES",30,"","2019-07-01",2023,"",NA,68,63,50,62,28,66,NA,NA,NA,NA,NA,NA,"",41,69,61,51,53,62,59,41,54,63,67,69,54,62,63,57,62,58,70,59,66,26,59,55,57,61,24,23,24,9,10,14,11,12,62,62,62,59,61,61,61,59,59,59,59,58,54,54,54,58,44,44,44,44,44,42,42,42,42,42,"Bundesliga","Germany","ST","Forward"
"58","1. FSV Mainz 05",245252,"https://sofifa.com/player/245252/ahmet-gurleyen/20/159586","A. Gürleyen","Ahmet Gürleyen",20,"1999-04-26",192,90,"Germany",60,75,425000,3000,"CB","Right",1,3,2,"Medium/Medium","Stocky","No",988000,"","SUB",31,"","2018-07-01",2022,"",NA,55,37,43,41,55,73,NA,NA,NA,NA,NA,NA,"",39,27,64,52,33,35,31,32,50,44,54,55,52,48,50,62,68,55,79,37,80,52,27,30,39,43,50,59,54,7,7,5,6,9,44,44,44,40,40,40,40,40,40,40,40,42,44,44,44,42,49,53,53,53,49,51,58,58,58,51,"Bundesliga","Germany","CB","Defender"
"59","1. FSV Mainz 05",231685,"https://sofifa.com/player/231685/ronael-pierre-gabriel/20/159586","R. Pierre-Gabriel","Ronaël Pierre-Gabriel",21,"1998-06-13",177,80,"France",70,80,2600000,10000,"RB, LB","Right",1,3,3,"Medium/Medium","Stocky","No",4900000,"","SUB",2,"","2019-07-01",2024,"",NA,77,48,59,69,67,69,NA,NA,NA,NA,NA,NA,"",68,41,60,64,43,69,60,35,51,68,75,79,68,67,71,57,72,74,68,53,65,67,48,54,56,64,66,68,70,11,10,10,6,10,58,58,58,62,60,60,60,62,60,60,60,64,61,61,61,64,69,65,65,65,69,68,66,66,66,68,"Bundesliga","Germany","RB","Defender"
"60","1. FSV Mainz 05",252263,"https://sofifa.com/player/252263/niklas-kolle/20/159586","N. Kölle","Niklas Kölle",19,"1999-11-17",181,77,"Germany",60,73,350000,2000,"LB","Left",1,3,2,"High/Medium","Normal","No",814000,"","RES",32,"","2019-07-30",2020,"",NA,64,36,50,60,58,56,NA,NA,NA,NA,NA,NA,"",60,37,48,55,30,60,41,34,48,61,65,63,58,55,63,35,57,59,53,32,57,60,57,39,41,40,56,62,60,15,15,9,13,7,49,49,49,54,52,52,52,54,52,52,52,56,52,52,52,56,59,56,56,56,59,59,57,57,57,59,"Bundesliga","Germany","LB","Defender"
"61","1. FSV Mainz 05",244257,"https://sofifa.com/player/244257/jonathan-burkardt/20/159586","J. Burkardt","Jonathan Burkardt",18,"2000-07-11",181,76,"Germany",64,80,950000,3000,"ST, LW","Right",1,3,2,"Medium/Medium","Normal","No",2200000,"","SUB",29,"","2018-07-01",2022,"",NA,72,60,53,71,25,59,NA,NA,NA,NA,NA,NA,"",48,65,54,62,51,75,48,32,46,66,73,71,74,61,69,61,75,54,64,50,47,22,62,53,50,55,21,24,21,14,9,9,6,14,63,63,63,64,64,64,64,64,63,63,63,62,55,55,55,62,46,43,43,43,46,43,39,39,39,43,"Bundesliga","Germany","ST","Forward"
"62","1. FSV Mainz 05",216275,"https://sofifa.com/player/216275/phillipp-mwene/20/159586","P. Mwene","Phillipp Mwene",25,"1994-01-29",172,68,"Austria",71,76,2800000,15000,"RB, RM, RWB","Right",1,4,3,"High/Medium","Normal","No",4900000,"","RES",23,"","2018-07-01",2021,"",NA,79,44,60,71,63,64,NA,NA,NA,NA,NA,NA,"",70,44,37,67,34,69,53,46,53,68,83,76,83,64,91,50,72,91,52,39,59,65,57,48,42,64,65,64,74,12,9,11,9,7,55,55,55,64,60,60,60,64,61,61,61,66,61,61,61,66,71,64,64,64,71,69,61,61,61,69,"Bundesliga","Germany","RB","Defender"
"63","1. FSV Mainz 05",225859,"https://sofifa.com/player/225859/moussa-niakhate/20/159586","M. Niakhaté","Moussa Niakhaté",23,"1996-03-08",190,82,"France",75,81,8000000,20000,"CB","Left",1,3,2,"Medium/Medium","Normal","No",15200000,"","RCB",19,"","2018-07-07",2023,"",NA,72,39,59,64,74,79,NA,NA,NA,NA,NA,NA,"Diver",62,35,75,68,39,64,32,36,67,65,66,77,65,72,52,46,76,76,83,39,71,73,34,48,44,65,72,77,76,9,14,6,8,7,55,55,55,58,55,55,55,58,57,57,57,61,62,62,62,61,70,70,70,70,70,72,74,74,74,72,"Bundesliga","Germany","CB","Defender"
"64","ADO Den Haag",184614,"https://sofifa.com/player/184614/michiel-kramer/20/159586","M. Kramer","Michiel Kramer",30,"1988-12-03",195,80,"Netherlands",69,69,1000000,5000,"ST","Right",1,3,2,"Low/Low","Lean","No",1500000,"#Aerial Threat","SUB",29,"","2019-07-31",2021,"",NA,54,67,56,56,36,62,NA,NA,NA,NA,NA,NA,"Long Passer (CPU AI Only)",48,73,79,65,61,52,44,32,57,64,61,49,55,66,42,69,60,48,78,50,39,28,75,58,62,67,30,32,34,12,13,14,16,10,67,67,67,60,63,63,63,60,61,61,61,59,57,57,57,59,46,48,48,48,46,46,47,47,47,46,"Eredivisie","Netherlands","ST","Forward"
"65","ADO Den Haag",221907,"https://sofifa.com/player/221907/bilal-ould-chikh/20/159586","B. Ould-Chikh","Bilal  Ould-Chikh",21,"1997-07-28",170,60,"Morocco",66,70,850000,3000,"RW","Left",1,4,3,"Medium/Low","Normal","No",1300000,"","SUB",7,"","2019-08-07",2021,"",NA,74,61,58,74,27,44,NA,NA,NA,NA,NA,NA,"Selfish, Crowd Favourite",56,57,42,58,60,75,72,60,45,73,75,74,72,62,82,70,64,34,50,64,34,20,60,65,56,57,29,26,22,7,8,8,12,9,61,61,61,66,65,65,65,66,65,65,65,63,56,56,56,63,46,42,42,42,46,43,37,37,37,43,"Eredivisie","Netherlands","RW","Forward"
"66","ADO Den Haag",252462,"https://sofifa.com/player/252462/youri-schoonderwaldt/20/159586","Y. Schoonderwaldt","Youri Schoonderwaldt",19,"2000-03-13",185,73,"Netherlands",57,69,140000,1000,"GK","Right",1,1,1,"Medium/Medium","Lean","No",231000,"","RES",35,"","2019-08-04",2020,"",NA,NA,NA,NA,NA,NA,NA,58,58,51,56,22,57,"",14,6,13,27,5,14,14,14,24,13,15,27,25,45,46,38,62,25,47,6,19,9,8,31,18,25,5,13,10,58,58,51,57,56,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"Eredivisie","Netherlands","GK","Goal Keeper"
"67","ADO Den Haag",184001,"https://sofifa.com/player/184001/donny-gorter/20/159586","D. Gorter","Donny Gorter",31,"1988-06-15",175,70,"Netherlands",65,65,475000,3000,"CM","Left",1,4,3,"High/Medium","Normal","No",689000,"","SUB",6,"","2017-07-04",2020,"",NA,54,63,66,65,61,66,NA,NA,NA,NA,NA,NA,"Power Free-Kick",69,58,47,67,65,63,71,67,64,65,63,47,72,64,77,68,74,58,63,65,82,64,64,60,80,70,58,66,62,9,12,13,9,15,60,60,60,63,62,62,62,63,63,63,63,62,63,63,63,62,62,64,64,64,62,61,62,62,62,61,"Eredivisie","Netherlands","CM","Midfielder"
"68","ADO Den Haag",209447,"https://sofifa.com/player/209447/elson-hooi/20/159586","E. Hooi","Elson Hooi",27,"1991-10-01",169,61,"Curacao",65,65,575000,3000,"LW, RW","Right",1,3,3,"Medium/Medium","Normal","No",834000,"#Speedster","SUB",77,"","2017-07-20",2020,"",NA,91,54,57,69,24,43,NA,NA,NA,NA,NA,NA,"Power Free-Kick, Early Crosser",63,51,56,60,56,68,61,42,51,66,93,90,82,60,81,59,72,55,32,55,49,18,57,55,53,58,22,19,21,16,16,12,9,11,59,59,59,65,63,63,63,65,62,62,62,64,54,54,54,64,48,41,41,41,48,45,35,35,35,45,"Eredivisie","Netherlands","LW","Forward"
"69","ADO Den Haag",245145,"https://sofifa.com/player/245145/robin-polley/20/159586","R. Polley","Robin Polley",20,"1998-12-28",183,71,"Netherlands",62,69,375000,1000,"RB","Right",1,3,2,"Medium/Medium","Normal","No",619000,"","SUB",25,"","2018-07-01",2021,"",NA,66,37,48,61,63,62,NA,NA,NA,NA,NA,NA,"",56,39,55,53,29,63,35,37,37,57,69,64,66,57,63,33,59,59,62,35,64,63,45,46,44,50,63,65,62,9,12,13,11,6,49,49,49,54,51,51,51,54,52,52,52,54,51,51,51,54,60,57,57,57,60,60,61,61,61,60,"Eredivisie","Netherlands","RB","Defender"
"70","ADO Den Haag",181281,"https://sofifa.com/player/181281/tomas-necid/20/159586","T. Necid","Tomáš  Necid",29,"1989-08-13",191,84,"Czech Republic",69,69,1100000,6000,"ST","Right",2,3,3,"Medium/Medium","Lean","No",1500000,"","ST",9,"","2018-08-28",2020,"",NA,50,71,53,58,35,71,NA,NA,NA,NA,NA,NA,"Power Free-Kick",45,75,81,56,67,56,56,60,48,65,54,47,50,67,44,74,32,63,80,58,70,25,71,57,75,68,30,32,28,12,12,7,9,10,68,68,68,59,63,63,63,59,60,60,60,58,56,56,56,58,45,48,48,48,45,44,47,47,47,44,"Eredivisie","Netherlands","ST","Forward"
"71","ADO Den Haag",244342,"https://sofifa.com/player/244342/yahya-boussakou/20/159586","Y. Boussakou","Yahya Boussakou",19,"2000-03-04",172,68,"Netherlands",59,71,270000,1000,"LW","Right",1,3,3,"Medium/Medium","Normal","No",446000,"","SUB",34,"","2018-07-01",2022,"",NA,76,58,51,63,26,43,NA,NA,NA,NA,NA,NA,"",55,59,41,54,47,64,47,47,47,61,78,74,67,45,80,68,46,43,44,52,41,21,50,49,58,53,20,29,27,5,9,8,12,11,56,56,56,59,57,57,57,59,56,56,56,57,49,49,49,57,44,39,39,39,44,41,34,34,34,41,"Eredivisie","Netherlands","LW","Forward"
"72","ADO Den Haag",251626,"https://sofifa.com/player/251626/milan-van-ewijk/20/159586","M. van Ewijk","Milan van Ewijk",18,"2000-09-08",175,70,"Netherlands",63,76,600000,1000,"RB","Right",1,2,2,"Medium/Medium","Normal","No",1200000,"","RB",27,"","2019-07-01",2022,"",NA,77,31,50,63,61,65,NA,NA,NA,NA,NA,NA,"",55,30,49,56,28,62,38,37,47,60,78,76,76,53,68,29,66,72,63,29,63,62,40,41,41,62,63,63,58,11,13,14,12,6,47,47,47,54,50,50,50,54,52,52,52,56,52,52,52,56,61,58,58,58,61,61,60,60,60,61,"Eredivisie","Netherlands","RB","Defender"
"73","ADO Den Haag",210205,"https://sofifa.com/player/210205/dion-malone/20/159586","D. Malone","Dion Malone",30,"1989-02-13",185,85,"Suriname",66,66,500000,3000,"RB, CDM","Right",1,3,2,"Medium/High","Normal","No",725000,"","SUB",2,"","2018-07-27",2020,"",NA,63,44,60,63,64,78,NA,NA,NA,NA,NA,NA,"",66,30,62,68,30,66,42,37,59,65,58,67,48,65,43,68,72,73,82,56,76,60,57,51,33,57,63,68,67,11,11,9,12,8,57,57,57,59,58,58,58,59,59,59,59,61,61,61,61,61,65,65,65,65,65,65,67,67,67,65,"Eredivisie","Netherlands","RB","Defender"
"74","ADO Den Haag",252019,"https://sofifa.com/player/252019/lorenzo-van-kleef/20/159586","L. van Kleef","Lorenzo van Kleef",18,"2001-01-26",183,75,"Netherlands",58,74,260000,1000,"CM","Right",1,2,2,"Medium/Medium","Lean","No",540000,"","RES",16,"","2017-07-01",2021,"",NA,64,52,60,58,43,53,NA,NA,NA,NA,NA,NA,"",53,53,41,67,39,57,58,42,62,62,65,63,56,51,61,57,51,53,56,52,44,30,45,60,41,57,44,48,55,7,6,8,12,6,53,53,53,57,56,56,56,57,58,58,58,57,56,56,56,57,52,52,52,52,52,51,47,47,47,51,"Eredivisie","Netherlands","CM","Midfielder"
